Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
Brong Ahafo,Techiman,Nkwahia Maternity Home,Maternity Home,Techiman,Private,7.579210000000001,-1.9307599999999998
Brong Ahafo,Techiman,Ahamadiya Moslem Hospital,Hospital,Techiman,Private,7.586110000000001,-1.9317
Brong Ahafo,Techiman,Opoku Agyeman Hospital,Hospital,Techiman,Government,7.562880000000001,-1.93692
Brong Ahafo,Techiman,Station Clinic,Clinic,Techiman,Government,7.584510000000001,-1.9363099999999998
Brong Ahafo,Techiman,Holy Family Hospital,Hospital,Techiman,CHAG,7.5919300000000005,-1.93944
Brong Ahafo,Techiman,Tuobodom Health Centre,Health Centre,Tuobodom,Government,7.63484,-1.91209
Brong Ahafo,Wenchi,Asuogya RCH/FP,Clinic,Droboso,Government,7.701339999999999,-2.10643
Brong Ahafo,Wenchi,Wenchi District Health Directorate,District Health Directorate,Wenchi,Government,7.7449699999999995,-2.00998
Brong Ahafo,Wenchi,Subinso Health Centre,Health Centre,Subinso,Government,7.94251,-2.05399
Brong Ahafo,Wenchi,Nchiraa Rural Clinic,Clinic,Nchiraa,Government,7.89522,-1.9815900000000002
Brong Ahafo,Wenchi,RCH Clinic Wenchi,Clinic,Wenchi,Government ,7.7444,-2.10038
Brong Ahafo,Wenchi,Wencgi Methodist Hospital,Hospital,Wenchi,CHAG,7.7385399999999995,-2.111
Brong Ahafo,Wenchi,Ampaabeng Kyeremeh Clinic,Clinic,Wenchi,Government,7.73557,-2.1087
Brong Ahafo,Wenchi,Gov't. Maternity Home,Maternity Home,Wenchi,Government,7.740810000000001,-2.1116900000000003
Brong Ahafo,Wenchi,Nyaase Royal Maternity  Home,Maternity Home,Wenchi Bandaline,Private,7.740419999999999,-2.10208
Brong Ahafo,Wenchi,Emil Memorial Hospital,Hospital,Wenchi,Government,7.73964,-2.09488
Brong Ahafo,Tano North,Tanoso Community Health Nurses Training School,Training Institution,Tanoso,Government,,
Brong Ahafo,Asutifi,Biaso CHPS,CHPS,Biaso,Government,,
Brong Ahafo,Asunafo South,Nankete CHPS,CHPS,Nankete,Government,,
Brong Ahafo,Dormaa Municipal,Florence Maternity Home,Maternity Home,Wamfie,Private,,
Brong Ahafo,Dormaa Municipal,EMC Kwaku Any Maternity Home,Maternity Home,Wamfie,Private,,
Brong Ahafo,Jaman North,Adadiem Rural Clinic,Clinic,Adadiem,Government,,
Brong Ahafo,Jaman North,Mayera Rural Clinic,Clinic,Mayera,Government,,
Brong Ahafo,Jaman North,Kokoa Rural Clinic,Clinic,Kokoa,Government,,
Brong Ahafo,Nkoranza North,Rabito Clinic,Clinic,Nkoranza,Private,,
Brong Ahafo,Sene,Lassi CHPS,CHPS,Lassi,Government,,
Brong Ahafo,Sene,Kwame Danso Hospital,Hospital,Kwame Danso,Government,,
Brong Ahafo,Techiman Municipal,Techiman Poly. Clinic,Clinic,Techiman,Government,,
Brong Ahafo,Techiman Municipal,Market Clinic,Clinic,Techiman,Government,,
Brong Ahafo,Techiman Municipal,Nkwaeso Clinic,Clinic,Nkwaeso,Government,,
Brong Ahafo,Wenchi Municipal,Droboso Clinic,Clinic,Droboso,Government,,
Brong Ahafo,Berekum Municipal,Christian Eye Centre,Clinic,Brekum,CHAG,,
Brong Ahafo,Berekum Municipal,Nkyekyemanu Rural Clinic,Clinic,Nkyekyemanu,Government,,
Brong Ahafo,Kintampo North Municipal,Kintampo Rural Health Training School,Training Institution,Kintampo,Government,,
Brong Ahafo,Sunyani Municipal,Susec Clinic,Clinic,Sunyani,Government,,
Brong Ahafo,Sunyani Municipal,Notre Dame Sch. Clinic,Clinic,Sunyani,Government,,
Brong Ahafo,Sunyani Municipal,Ratchlik Clinic,Clinic,Sunyani,Private,,
Brong Ahafo,Sunyani Municipal,Atuahenekrom Clinic,Clinic,Atuahene,Private,,
Brong Ahafo,Sunyani Municipal,Abesim Eye Clinic,Clinic,Abesim,CHAG,,
Brong Ahafo,Sunyani Municipal,Fofie Memorial Clinic,Clinic,Sunyani,Private,,
Brong Ahafo,Sunyani West,Holy Daniel Clinic,Clinic,Sunyani,Private,,
Brong Ahafo,Sunyani Municipal,SDA Hospital,Hospital,Sunyani,Private,,
Brong Ahafo,Tain,Anyekrom Health Centre,Health Centre,Anyekrom,Government,,
Brong Ahafo,Tain,Nyarko Maternity Home,Maternity Home,Seikwa,Private,,
Brong Ahafo,Pru,Zabrama Health Centre,Health Centre,Zabrama,Private,,
Brong Ahafo,Kintampo South,Adom Maternity Home,Maternity Home,Kimtampo,Private,,
Brong Ahafo,Kintampo South,Apesika Clinic,Clinic,Apesika,Private,,
Brong Ahafo,Kintampo South,Mansie Clinic,Clinic,Mansie,Private,,
Brong Ahafo,Tano South,Brosankro Maternity Home,Maternity Home,Brosankro,Private,,
Brong Ahafo,Jaman South,Psychiatric Clinic,Clinic,Drobo,Government,,
Brong Ahafo,Berekum Municipal,Mercy Clinic,Clinic,Brekum,Private,,
Brong Ahafo,Berekum Municipal,Anyinasu CHPS,CHPS,Anyinasu,Government,,
Brong Ahafo,Atebubu-Amanten,Christian Eye Centre,Clinic,Brekum,CHAG,,
Brong Ahafo,Asunafo North Municipal,Bitre CHPS,CHPS,Bitre,Government,,
Brong Ahafo,Asunafo North Municipal,Gyasikrom CHPS,CHPS,Gyasikrom,Government,,
Brong Ahafo,Asunafo North Municipal,Ahmadiyya Muslim Hospital,Hospital,Mim,Muslim,,
Brong Ahafo,Asunafo North Municipal,WAM CHPS,CHPS,WAM,Government,,
Brong Ahafo,Asunafo South,Noberkaw CHPS,CHPS,Noberkaw,Government,,
Brong Ahafo,Asunafo South,1000 Acre CHPS,CHPS,1000 Acre,Government,,
Brong Ahafo,Asunafo South,New Saweresu CHPS,CHPS,New Saweresu,Government,,
Brong Ahafo,Asutifi,Goamu Koforidua CHPS,CHPS,Goamu Koforidua,Government,,
Brong Ahafo,Asutifi,ISOS Clinic,Clinic,Kenyasi,Government,,
Brong Ahafo,Asutifi,Blessed Family Maternity Home,Maternity Home,Dadiesoaba,Private,,
Brong Ahafo,Asutifi,Nkaseim CHPS,CHPS,Hwidiem,Government,,
Brong Ahafo,Asutifi,Apenemadi CHPS,CHPS,Hwidiem,Government,,
Brong Ahafo,Atebubu-Amanten,MEM CHPS,CHPS,Atebubu,Government,,
Brong Ahafo,Atebubu-Amanten,Akomade Clinic,Clinic,Atebubu,Government,,
Brong Ahafo,Atebubu-Amanten,Adom Maternity Home,Maternity Home,Atebubu,Private,,
Brong Ahafo,Atebubu-Amanten,Garadima CHPS,CHPS,Garadima,Government,,
Brong Ahafo,Atebubu-Amanten,Kumfia Clinic,Clinic,Kumfia,Government,,
Brong Ahafo,Atebubu-Amanten,Nyomoase CHPS,CHPS,Nyomoase,Government,,
Brong Ahafo,Berekum Municipal,Namasua CHPS,CHPS,Namasua,Government,,
Brong Ahafo,Berekum Municipal,Tewbabi CHPS,CHPS,Tewbabi,Government,,
Brong Ahafo,Berekum Municipal,RCH DHD,RCH,Berekum,Government,,
Brong Ahafo,Berekum Municipal,Clean Hands Maternity Home,Maternity Home,Berekum,Private,,
Brong Ahafo,Berekum Municipal,Dr Larbi Clinic,Clinic,Berekum,Private,,
Brong Ahafo,Berekum Municipal,Betco Clinic,Clinic,Berekum,Private,,
Brong Ahafo,Dormaa Municipal,Saviour Clinic,Clinic,Dormaa Ahenkro,Private,,
Brong Ahafo,Dormaa Municipal,Twumkrom CHPS,Clinic,Twumkrom,Government,,
Brong Ahafo,Dormaa Municipal,Gonokrom CHPS,CHPS,Gonokrom,Government,,
Brong Ahafo,Dormaa Municipal,New Chiraa PHC,CHPS,New Chiraa,Government,,
Brong Ahafo,Dormaa Municipal,Kwakuanya Methodist Clinic,Clinic,Kwakuanya,CHAG,,
Brong Ahafo,Dormaa Municipal,Awiakrom Community Clinic,Clinic,Awiakrom,Private,,
Brong Ahafo,Dormaa East,Kofiboukrom CHPS,CHPS,Kofiboukrom,Government,,
Brong Ahafo,Jaman North,Duadaso Rural Clinic,Clinic,Duadaso,Government,,
Brong Ahafo,Jaman North,Amanfoso CHPS,CHPS,Amanfoso,Government,,
Brong Ahafo,Jaman North,Kokosua Rural Clinic,Clinic,Kokosua,Government,,
Brong Ahafo,Jaman South,Atuna CHPS,CHPS,Atuna,Government,,
Brong Ahafo,Jaman South,Abuokrom CHPS,CHPS,Abuokrom,Government,,
Brong Ahafo,Jaman South,Tekese CHPS,CHPS,Tekese,Government,,
Brong Ahafo,Jaman South,Asempanaye CHPS,CHPS,Asempanaye,Government,,
Brong Ahafo,Asunafo South,Tanoso Community Health Nurses Training School,Training Institution,Tanoso,Government,,
Brong Ahafo,Asutifi,Biaso Rural Clinic,Clinic,Biaso,Government,,
Brong Ahafo,Asunafo South,Nankete CHPS,CHPS,Nankete,Government,,
Brong Ahafo,Dormaa Municipal,Florence Maternity Home,Maternity Home,,Maternity Home,,
Brong Ahafo,Dormaa Municipal,EMC Kwaku Any Maternity Home,Maternity Home,,Maternity Home,,
Brong Ahafo,Jaman North,Adadiem Rural Clinic,Clinic,Adadiem,Clinic,,
Brong Ahafo,Jaman North,Mayera Health Centre,Clinic,Mayera,Government,,
Brong Ahafo,Jaman North,Kokoa Rural Clinic,Clinic,Kokoa,Government,,
Brong Ahafo,Jaman North,Suma Community Clinic,Clinic,Suma Ahenkro,Government,,
Brong Ahafo,Nkoranza North,Rabito Clinic,Clinic,Nkoranza,Private,,
Brong Ahafo,Sene,Lassi CHPS,CHPS,Lassi,Government,,
Brong Ahafo,Sene,Kwame Danso Hospital,Hospital,Kwame Danso,Government,,
Brong Ahafo,Techiman Municipal,Techiman Poly. Clinic,Clinic,Techiman,Government,,
Brong Ahafo,Techiman Municipal,Market Clinic,Clinic,Techiman,Government,,
Brong Ahafo,Techiman Municipal,Nkwaeso Clinic,Clinic,Nkwaeso,Government,,
Brong Ahafo,Wenchi Municipal,Droboso Clinic,Clinic,Droboso,Government,,
Brong Ahafo,Berekum Municipal,Christian Eye Centre,Clinic,Brekum,CHAG,,
Brong Ahafo,Berekum Municipal,Nkyekyemanu Rural Clinic,Clinic,Nkyekyemanu,Private,,
Brong Ahafo,Kintampo North Municipal,Kintampo Rural Health Training School,Training Institution,Kintampo,Government,,
Brong Ahafo,Sunyani Municipal,Susec Clinic,Clinic,Sunyani,Private,,
Brong Ahafo,Sunyani Municipal,Notre Dame Sch. Clinic,Clinic,Sunyani,Private,,
Brong Ahafo,Sunyani Municipal,Ratchlik Clinic,Clinic,Sunyani,Private,,
Brong Ahafo,Asunafo North Municipal,Scanstyle Clinic,Clinic,Mim,Private,6.91361,-2.56503
Brong Ahafo,Sunyani Municipal,Atuahenekrom Clinic,Clinic,Atuahenekrom,Private,,
Brong Ahafo,Sunyani Municipal,Abesim Eye Clinic,Clinic,Abesim,Private,,
Brong Ahafo,Sunyani Municipal,Fofie Memorial Clinic,Clinic,Sunyani,Private,,
Brong Ahafo,Sunyani West,Holy Daniel Clinic,Clinic,Sunyani,Private,,
Brong Ahafo,Sunyani Municipal,SDA Hospital,Hospital,Sunyani,CHAG,,
Brong Ahafo,Tain,Anyekrom Health Centre,Health Centre,Anyekrom,Government,,
Brong Ahafo,Tain,Nyarko Maternity Home,Maternity Home,,Private,,
Brong Ahafo,Pru,Zabrama Health Centre,Health Centre,Zabrama,Government,,
Brong Ahafo,Kintampo South,Adom Maternity Home,Maternity Home,,Private,,
Brong Ahafo,Kintampo South,Apesika Clinic,Clinic,,Private,,
Brong Ahafo,Kintampo South,Mansie Clinic,Clinic,,Private,,
Brong Ahafo,Tano South,Brosankro Maternity Home,Maternity Home,,Private,,
Brong Ahafo,Jaman South,Psychiasdtric Unit,Clinic,,Government,,
Brong Ahafo,Jaman South,Eye Clinic,Clinic,,Private,,
Brong Ahafo,Berekum Municipal,Mercy Clinic,Clinic,,Private,,
Brong Ahafo,Berekum Municipal,Anyinasu Rural Health Clinic,Clinic,Anyinasu,Government,,
Brong Ahafo,Atebubu-Amanten,Christian Eye Centre,Clinic,Brekum,CHAG,,
Central,Abura-Asebu-Kwamankese,Abura Dunkwa RCH,RCH,Abura Dunkwa,Government,5.34485,-1.17108
Central,Ajumako-Enyan-Essiam,Baa Salvation Army Clinic,Clinic,Ajumako Ba,Government,5.47564,-0.9336
Central,Ajumako-Enyan-Essiam,Ekukrom CHPS,Clinic,Ekukrom,Government,5.4114,-1.0567600000000001
Central,Ajumako-Enyan-Essiam,Nkodwo Nkojo CHPS,CHPS,Nkodwo,Government,5.3557,-0.97178
Central,Asikuma-Odoben-Brakwa,Our Lady of Grace,Hospital,Breman Asikuma,CHAG,5.58063,-0.99655
Central,Asikuma-Odoben-Brakwa,Odoben Health Centre,Health Centre,Odoben,Government,5.63314,-0.88531
Central,Assin North Municipal,Akoti Health Centre,Health Centre,Assin Akropong,Government,5.7737099999999995,-1.24504
Central,Assin North Municipal,Cecilia & Sammy Maternity Home,Maternity Home,Foso,Private,5.694,-1.2738
Central,Assin South,Jakai Health Centre,Health Centre,Jakai,Government,5.403519999999999,-1.20084
Central,Awutu Senya,St. Jude Clinic ,Clinic,Kasoa,Private,5.51756,-0.41646000000000005
Central,Awutu Senya,Holy Family Maternity Home,Maternity Home,Kasoa,Private,5.52543,-0.42336999999999997
Central,Awutu Senya,Connie's Maternity Home,Maternity Home,Kasoa,Private,5.530930000000001,-0.42262
Central,Awutu Senya,Justab Clinic,Clinic,Kasoa,Private,5.5334900000000005,-0.42904
Central,Awutu Senya,Margo Maternity Home,Maternity Home,Kasoa,Private,5.52294,-0.48043
Central,Awutu Senya,St. Joe's Clinic,Clinic,Kasoa,Private,5.5621,-0.44023
Central,Cape Coast Metropolitan,Mercy Wriketts Memorial Clinic,Clinic,Aboom,Private,5.1119699999999995,-1.24952
Central,Cape Coast Metropolitan,Christian Eye Centre,Clinic,North OLA,CHAG,5.1165,-1.27067
Central,Cape Coast Metropolitan,Stovie Medical Centre,Clinic,North OLA,Private,5.11523,-1.27483
Central,Cape Coast Metropolitan,Mrboh Clinic,Clinic,Municipal Road,Private,5.11022,-1.24777
Central,Mfantseman,Dominase Health Centre,Health Centre,Abeadze Dominase,Government,5.35117,-1.09433
Central,Mfantseman,Anomabo Health Centre,Health Centre,Anomabo,Government,5.17713,-1.12847
Central,Mfantseman,Biriwa Community Clinic,Clinic,Biriwa,Government,5.16601,-1.14999
Central,Mfantseman,Essuehyia Health Centre,Health Centre,Essuehyia,Government,5.3059,-0.8899799999999999
Central,Mfantseman,Nanabeng CHPS,CHPS,Nanabeng,Government,5.24604,-0.9482299999999999
Central,Mfantseman,Otuam Health Centre,Health Centre,Otuam,Government,5.219130000000001,-0.81071
Central,Mfantseman,St. Jude Blessing Clinic,Clinic,Yamoransa,Private,5.16601,-1.19926
Central,Mfantseman,Fynba Clinic/Hospital,Clinic,Mankessim,Private,5.2624,-1.02119
Central,Mfantseman,Earthly Peace Clinic,Clinic,Mankessim,Private,5.27177,-1.01674
Central,Mfantseman,Prince Charles Clinic,Clinic,Mankessim,Private,5.27436,-1.0156100000000001
Central,Mfantseman,St. Anthony Maternity Home,Maternity Home,Mankessim,Private,5.26938,-1.0167899999999999
Central,Mfantseman,Saltpond Government Hospital,District Hospital,Saltpond,Government,5.2045,-1.0561399999999999
Central,Mfantseman,Mankessim RCH/FP,Clinic,Mankessim,Government,5.27302,-1.03214
Central,Mfantseman,Mfantseman District Health Directorate,District Health Directorate,Saltpond,Government,5.204219999999999,-1.05516
Central,Mfantseman,Gods Gift Maternity Home,Maternity Home,,Private,,
Central,Mfantseman,Mercy Maternity & Fistula Women Centre,Hospital,,Private,,
Central,Mfantseman,Bethel Heamopatic CHPS,CHPS,,Government,,
Central,Mfantseman,Ebuakwa Community Clinic,Clinic,Ebuakwa,Government,,
Central,Mfantseman,Immuna Clinic,Clinic,,Private,,
Central,Mfantseman,Kormantse Clinic,Clinic,Kormantse,Government,,
Central,Mfantseman,Srafa Kokodo Clinic,Clinic,,Private,,
Central,Mfantseman,Edumafa CHPS,CHPS,Edumafa,Government,,
Central,Mfantseman,Ekrawfol CHPS,CHPS,Ekrawfol,Government,,
Central,Mfantseman,Ekumpoano CHPS,CHPS,Ekumpoano,Government,,
Central,Mfantseman,Eyisam CHPS,CHPS,Eyisam,Government,,
Central,Mfantseman,Narkwa CHPS,CHPS,Narkwa,Government,,
Central,Mfantseman,Nsanfo CHPS,CHPS,Nsanfo,Government,,
Central,Mfantseman,Taido CHPS,CHPS,Taido,Government,,
Central,Twifu-Hemang-Lower Denkyira,Twifo Hemang Health Centre,Health Centre,Hemang,Government,5.49061,-1.53278
Central,Twifu-Hemang-Lower Denkyira,Shed CHPS,CHPS,Shed,Government,5.423430000000001,-1.5393
Central,Twifu-Hemang-Lower Denkyira,Jukwa Health Centre,Health Centre,Jukwa,Government,5.2596300000000005,-1.3329600000000001
Central,Twifu-Hemang-Lower Denkyira,Frami Community Clinic,Clinic,Frami,Government,5.30889,-1.3712
Central,Twifu-Hemang-Lower Denkyira,Twifu-Hemang-Lower Denkyira District Health Directorate,District Health Directorate,Twifu Praso,Government,5.6092,-1.54724
Central,Twifu-Hemang-Lower Denkyira,Praso Hospital,District Hospital,Twifu Praso,Government,5.61089,-1.54928
Central,Twifu-Hemang-Lower Denkyira,Wamaso CHPS,CHPS,Twifo Wamase,Government,5.69832,-1.64432
Central,Twifu-Hemang-Lower Denkyira,Mokwa Health Centre,Health Centre,Twifo,Government,5.70259,-1.6048799999999999
Central,Twifu-Hemang-Lower Denkyira,St. Florence Maternity Home,Maternity Home,Bempongagye,Private,5.67184,-1.5419100000000001
Central,Twifu-Hemang-Lower Denkyira,Twifo Praso Health Assistants Training School,Training Institution,Twifo Praso,Government,,
Central,Twifu-Hemang-Lower Denkyira,Topp Clinic,Clinic,Twifu Praso,Private,5.54685,-1.54687
Central,Twifu-Hemang-Lower Denkyira,Pentecost Community Clinic,Clinic,TwifuMokwa,CHAG,5.7457,-1.60402
Central,Twifu-Hemang-Lower Denkyira,Adade Kofi CHPS,CHPS,Adade Kof,Government,,
Central,Twifu-Hemang-Lower Denkyira,Kayeriku CHPS,CHPS,Kayeriku,Government,,
Central,Twifu-Hemang-Lower Denkyira,Kotokye CHPS,CHPS,Kotokye,Government,,
Central,Twifu-Hemang-Lower Denkyira,Nuamakrom CHPS,CHPS,Nuamakrom,Government,,
Central,Upper Denkyira East,Dunkwa Hospital,District Hospital,Dunkwa-On-Offin,Government,5.96243,-1.7792700000000001
Central,Upper Denkyira East,St. Mark Hospital,Hospital,Atechem,Private,5.96779,-1.7902900000000002
Central,Upper Denkyira East,Cecilia Maternity Clinic,Maternity Home,Dunkwa ,Government,5.96162,-1.78057
Central,Upper Denkyira East,Upper Denkyira East District Health Directorate,District Health Directorate,Dunkwa,Government,5.9649,-1.779
Central,Upper Denkyira East,Kyekyewere Health Centre,Health Centre,Kyekyewere,Government,5.916530000000001,-1.6797900000000001
Central,Upper Denkyira East,Oponso Health Centre,Health Centre,Opponso,Government,5.7651900000000005,-1.7989700000000002
Central,Upper Denkyira East,Dunkwa Health Assistants Training School,Training Institution,Dunkwa,Government,,
Central,Upper Denkyira East,Buabin CHPS,CHPS,Buaben,Government,5.882969999999999,-1.7584099999999998
Central,Upper Denkyira East,Imbraim CHPS,CHPS,Mbraem,Government,5.81374,-1.7701900000000002
Central,Upper Denkyira East,Dunkwa RCH,RCH,Dunkwa,Government,,
Central,Upper Denkyira East,Sunkwa Clinic,Clinic,,Private,,
Central,Upper Denkyira East,Zion Clinic,Clinic,,Private,,
Central,Upper Denkyira East,Agyempomah CHPS,CHPS,Agyempoma,Government,,
Central,Upper Denkyira East,Asikumah CHPS,CHPS,Asikumah,Government,,
Central,Upper Denkyira East,Asmah Camp CHPS,CHPS,Asmah Camp,Government,,
Central,Upper Denkyira West,Ntom CHPS,CHPS,Ntom,Government,6.20034,-2.11999
Central,Upper Denkyira West,S.D.A. Clinic,Clinic,Dominasi,CHAG,6.04646,-1.96497
Central,Upper Denkyira West,Pentecost Health Centre,Health Centre,Ayanfuri,Private,5.95786,-1.8989599999999998
Central,Upper Denkyira West,St. John Clinic,Polyclinic,Nkotomso,Private,6.00194,-1.9233799999999999
Central,Upper Denkyira West,Diaso Health Centre,Health Centre,Diaso,Government,6.1527,-2.1515299999999997
Central,Upper Denkyira West,Subin Health Centre,Health Centre,Subin,Government,6.20041,-1.04273
Central,Upper Denkyira West,Nkwatanan CHPS,CHPS,Nkwatanan,Government,,
Central,Upper Denkyira West,St. Andrews Anglican Clinic,Clinic,Dominase,Private,6.05035,-1.95838
Central,Upper Denkyira West,Amoaman CHPS,CHPS,Amoaman,Government,,
Central,Upper Denkyira West,Anhwiawia CHPS,CHPS,Anhwiawia,Government,,
Central,Upper Denkyira West,Denkyira Obuasi CHPS,CHPS,Denkyira Obuasi,Government,,
Central,Upper Denkyira West,Treposo CHPS,CHPS,Treposo,Government,,
Central,Abura-Asebu-Kwamankese,Abakrampa Health Centre,Health Centre,Abakrampa,Government,5.243609999999999,-1.2340799999999998
Central,Abura-Asebu-Kwamankese,Nkwantanan CHPS,CHPS,Nkwantanan,Government,5.28076,-1.28954
Central,Abura-Asebu-Kwamankese,Abura-Asebu-Kwamankese District Health Directorate,District Health Directorate,Abura Dunkwa,Government,5.3281,-1.1717
Central,Abura-Asebu-Kwamankese,Obohen CHPS,CHPS,Obohen,Government,5.30269,-1.13868
Central,Abura-Asebu-Kwamankese,Kwamankese CHPS,CHPS,Kwamankese,Government,5.29021,-1.0956299999999999
Central,Abura-Asebu-Kwamankese,Abura Dunkwa Hospital ,District Hospital,Abura Dunkwa,Government,5.34485,-1.17108
Central,Abura-Asebu-Kwamankese,Gyabankrom CHPS,CHPS,Abura Gyabankrom,Government,5.2788,-1.11699
Central,Abura-Asebu-Kwamankese,Ayeldu CHPS,CHPS,Ayeldu,Government,5.33784,-1.1273600000000001
Central,Abura-Asebu-Kwamankese,Asomdwee CHPS,CHPS,Asomdwee,Government,5.33715,-1.28221
Central,Abura-Asebu-Kwamankese,Asuansi Rural Clinic,Clinic,Bronyi Krom,Government,5.305280000000001,-1.2555399999999999
Central,Abura-Asebu-Kwamankese,Asomdwee Clinic,Clinic,Nyamedom,Private,5.33715,-1.28221
Central,Abura-Asebu-Kwamankese,Moree Health Centre,Health Centre,Moree,Government,5.13668,-1.1993200000000002
Central,Abura-Asebu-Kwamankese,Putubiw CHPS,CHPS,Putubiw,Government,5.201569999999999,-1.26566
Central,Abura-Asebu-Kwamankese,Amosima CHPS,CHPS,Aosima ,Government,,
Central,Abura-Asebu-Kwamankese,Asebu CHPS,CHPS,Asebu,Government,,
Central,Abura-Asebu-Kwamankese,Asuansi CHPS,CHPS,Asuansi,Government,,
Central,Abura-Asebu-Kwamankese,Nyanfeku CHPS,CHPS,Nyanfeku,Government,,
Central,Agona East,Asafo Health Centre,Health Centre,Agona Asafo,Government,5.5525,-0.66225
Central,Agona East,Kwanyako Health Centre,Health Centre,Kwanyako,Government,5.5902199999999995,-0.6374
Central,Agona East,Salvation Army Clinic,Clinic,Duakwa,CHAG,5.631130000000001,-0.72601
Central,Agona East,Mankrong Health Centre,Health Centre,Mankrong,Government,5.67169,-0.62054
Central,Agona East,Agona Nsaba Health Centre,Health Centre,Agona Nsaba,Government,5.65241,-0.75572
Central,Agona East,El-Shaddai Maternity Home,Maternity Home,,Government,,
Central,Agona East,Jonof Maternity Home,Maternity Home,,Government,,
Central,Agona East,Agona District Health Directorate,District Health Directorate,,Government,,
Central,Agona East,Mensakrom Clinic,Clinic,Mensakrom,Government,,
Central,Agona East,Kenyako CHPS,CHPS,Kenyako,Government,,
Central,Agona East,Ofoase CHPS,CHPS,Ofoase,Government,,
Central,Agona East,Otwekwa CHPS,CHPS,Otwekwa,Government,,
Central,Agona East,Tawora CHPS,CHPS,Tawora,Government,,
Central,Agona West Municipal,Nkum Health Centre,Health Centre,Nkum,Government,5.6306,-0.8328399999999999
Central,Agona West Municipal,Bobikuma Health Centre,Health Centre,Upper Bobikuma,Government,5.55017,-0.8569100000000001
Central,Agona West Municipal,Nyakrom Health Centre,Health Centre,Agona Nyakrom,Government,5.60867,-0.79676
Central,Agona West Municipal,Agona Swedru Govermnt Hospital,District Hospital,Swedru,Government,5.53532,-0.6926
Central,Agona West Municipal,Baiden Memoral Clinic,Clinic,Tsimtsimhe,Private,5.52597,-0.70704
Central,Agona West Municipal,Abodom Health Centre,Health Centre,Agona Abodom,Government,5.53296,-0.82329
Central,Agona West Municipal,Ahmadiyya Muslim Hospital.,Hospital,Swedru,CHAG,5.53852,-0.6995600000000001
Central,Agona West Municipal,Glaco Maternity Home,Maternity Home,Desuanim,Private,5.53114,-0.69791
Central,Agona West Municipal,Agona Municipal Health Directorate,Municipal  Health Directorate,Swedru,Government,5.52313,-0.70139
Central,Agona West Municipal,Abigyakwa CHPS,CHPS,Abigyakwa,Government,,
Central,Agona West Municipal,Dergewa Maternity Home,Maternity Home,,Government,,
Central,Agona West Municipal,Swedru RCH,RCH,Swedru,Government,,
Central,Agona West Municipal,Swedru STI Clinic,Clinic,Swedru,Government,,
Central,Agona West Municipal,Nsuasa CHPS,CHPS,Nuasa,Government,,
Central,Agona West Municipal,Nyamendam CHPS,CHPS,Nyamendam,Government,,
Central,Agona West Municipal,Otsenkorang CHPS,CHPS,Otsenkorang,Government,5.719519999999999,-0.82965
Central,Ajumako-Enyan-Essiam,Ajumako Hospital,District Hospital,Ajumako,Government,5.4237,-0.9548399999999999
Central,Ajumako-Enyan-Essiam,Ann's Maternity Home,Maternity Home,Ajumako Entumbil,Private,5.48024,-0.9323799999999999
Central,Ajumako-Enyan-Essiam,Ajumako-Enyan-Essiam District Health Directorate,District Health Directorate,Ajumako,Government,5.42363,-0.95545
Central,Ajumako-Enyan-Essiam,Bisease Health Centre,Health Centre,Ajumako Bisease,Government,5.46482,-0.98895
Central,Ajumako-Enyan-Essiam,Enyan Abaasa Health Centre,Health Centre,Enyan Abaasa,Government,5.35401,-0.95244
Central,Ajumako-Enyan-Essiam,Kwanyako Community Clinic,Clinic,Kwanyako,Government,5.45035,-0.87345
Central,Ajumako-Enyan-Essiam,Sunkwa Community Clinic,Clinic,Etsi Sonkwaa,Government,5.3585400000000005,-1.05088
Central,Ajumako-Enyan-Essiam,Zion Clinic,Clinic,Zion Denkyira,Private,5.39407,-0.9821200000000001
Central,Ajumako-Enyan-Essiam,Enyan-Maim Community Clinic,Clinic,Enyan Maim,Government,5.31384,-1.01756
Central,Ajumako-Enyan-Essiam,Nkwantanum Health Centre,Health Centre,Nkwantanum,Government,5.41199,-0.97646
Central,Ajumako-Enyan-Essiam,Abaasa Health Centre,Health Centre,Abaasa,Government,,
Central,Ajumako-Enyan-Essiam,Ajumako RCH,RCH,Abaasa,Government,,
Central,Ajumako-Enyan-Essiam,Ahomakormbua CHPS,CHPS,Ahomakormbua,Government,,
Central,Ajumako-Enyan-Essiam,Ayinasu CHPS,CHPS,Ayinasu,Government,,
Central,Ajumako-Enyan-Essiam,Ekwamase CHPS,CHPS,Ekwamase,Government,,
Central,Ajumako-Enyan-Essiam,Kromaim CHPS,CHPS,Kromaim,Government,,
Central,Ajumako-Enyan-Essiam,Mando CHPS,CHPS,Mando,Government,,
Central,Ajumako-Enyan-Essiam,Obontsir CHPS,CHPS,Obontsir,Government,,
Central,Ajumako-Enyan-Essiam,Yeboah CHPS,CHPS,Yeboah,Government,,
Central,Asikuma-Odoben-Brakwa,Anhwiam CHPS,CHPS,Anhwiam,Government,5.64501,-1.14176
Central,Asikuma-Odoben-Brakwa,Asikuma RCH,RCH,Asikuma,Government,5.5903,-0.9945700000000001
Central,Asikuma-Odoben-Brakwa,Bedum CHPS,Clinic,Bedum,Government,5.52583,-1.00691
